sphere_type,j,x,y,z,size
current,15,1.079758,-0.502933,3.284548,0.100000
current,16,1.094199,1.365820,2.562425,0.100000
current,17,-2.032316,-0.742973,1.502322,0.100000
current,18,-0.290711,-0.046005,3.006420,0.100000
current,19,-1.794805,1.894568,0.970323,0.100000
current,0,0.813517,0.484791,0.745669,0.100000
current,1,0.443052,1.608916,1.527257,0.100000
current,2,1.407395,-0.912143,2.599955,0.100000
current,3,-0.497459,0.561097,1.298924,0.100000
current,4,-1.893538,0.126730,2.054361,0.100000
current,5,-1.696849,-1.709893,0.872515,0.100000
current,6,0.968252,-0.733452,1.419203,0.100000
current,7,2.171682,-1.355506,1.769509,0.100000
current,8,-1.532413,1.856323,2.005528,0.100000
current,9,-0.043625,-1.861143,1.458978,0.100000
current,10,-1.536362,-1.545098,2.364793,0.100000
current,11,1.421420,-0.004353,2.111518,0.100000
current,12,1.771246,1.524129,1.176009,0.100000
current,13,1.760474,-0.462863,0.820163,0.100000
current,14,0.364259,0.316527,1.814279,0.100000
current,15,1.076832,-0.500186,3.284745,0.100000
current,16,1.094226,1.365774,2.562421,0.100000
current,17,-2.032291,-0.742949,1.502313,0.100000
current,18,-0.291263,-0.045949,3.006322,0.100000
current,19,-1.795010,1.895234,0.970737,0.100000
current,0,0.813516,0.484859,0.745725,0.100000
current,1,0.443077,1.608835,1.527301,0.100000
current,2,1.412194,-0.912397,2.603967,0.100000
current,3,-0.497515,0.561169,1.298744,0.100000
current,4,-1.893546,0.126744,2.054400,0.100000
current,5,-1.696808,-1.709905,0.872537,0.100000
current,6,0.967669,-0.733546,1.420203,0.100000
current,7,2.171465,-1.355819,1.768280,0.100000
current,8,-1.532158,1.855899,2.005790,0.100000
current,9,-0.043429,-1.861032,1.459010,0.100000
current,10,-1.536357,-1.545095,2.364795,0.100000
current,11,1.420117,-0.005171,2.111153,0.100000
current,12,1.771264,1.524137,1.176043,0.100000
current,13,1.760117,-0.463223,0.819869,0.100000
current,14,0.363890,0.316556,1.814561,0.100000
current,15,1.073847,-0.497572,3.284835,0.100000
current,16,1.094264,1.365724,2.562419,0.100000
current,17,-2.032268,-0.742927,1.502304,0.100000
current,18,-0.291827,-0.045885,3.006218,0.100000
current,19,-1.795223,1.895895,0.971144,0.100000
current,0,0.813514,0.484920,0.745775,0.100000
current,1,0.443097,1.608760,1.527350,0.100000
current,2,1.416864,-0.912589,2.607862,0.100000
current,3,-0.497579,0.561234,1.298546,0.100000
current,4,-1.893561,0.126759,2.054434,0.100000
current,5,-1.696771,-1.709917,0.872557,0.100000
current,6,0.967075,-0.733638,1.421192,0.100000
current,7,2.171227,-1.356133,1.767085,0.100000
current,8,-1.531915,1.855480,2.006025,0.100000
current,9,-0.043242,-1.860928,1.459034,0.100000
current,10,-1.536353,-1.545092,2.364798,0.100000
current,11,1.418872,-0.006111,2.110788,0.100000
current,12,1.771279,1.524137,1.176079,0.100000
current,13,1.759758,-0.463583,0.819580,0.100000
current,14,0.363527,0.316603,1.814828,0.100000
current,15,1.070896,-0.495058,3.284826,0.100000
current,16,1.094298,1.365679,2.562417,0.100000
current,17,-2.032248,-0.742907,1.502296,0.100000
current,18,-0.292405,-0.045810,3.006112,0.100000
current,19,-1.795422,1.896535,0.971533,0.100000
current,0,0.813523,0.484977,0.745828,0.100000
current,1,0.443116,1.608692,1.527395,0.100000
current,2,1.421468,-0.912780,2.611735,0.100000
current,3,-0.497635,0.561306,1.298350,0.100000
current,4,-1.893580,0.126767,2.054462,0.100000
current,5,-1.696734,-1.709920,0.872574,0.100000
current,6,0.966485,-0.733808,1.422158,0.100000
current,7,2.171007,-1.356441,1.765922,0.100000
current,8,-1.531681,1.855067,2.006253,0.100000
current,9,-0.043071,-1.860834,1.459042,0.100000
current,10,-1.536343,-1.545086,2.364802,0.100000
current,11,1.417699,-0.007001,2.110392,0.100000
current,12,1.771296,1.524141,1.176119,0.100000
current,13,1.759385,-0.463915,0.819308,0.100000
current,14,0.363171,0.316649,1.815074,0.100000
current,15,1.067971,-0.492634,3.284752,0.100000
current,16,1.094337,1.365628,2.562411,0.100000
current,17,-2.032230,-0.742890,1.502288,0.100000
current,18,-0.292997,-0.045741,3.005992,0.100000
current,19,-1.795625,1.897138,0.971922,0.100000
current,0,0.813530,0.485017,0.745881,0.100000
current,1,0.443133,1.608631,1.527435,0.100000
current,2,1.425934,-0.912922,2.615476,0.100000
current,3,-0.497693,0.561376,1.298145,0.100000
current,4,-1.893597,0.126775,2.054488,0.100000
current,5,-1.696701,-1.709923,0.872589,0.100000
current,6,0.965910,-0.734004,1.423098,0.100000
current,7,2.170780,-1.356752,1.764796,0.100000
current,8,-1.531453,1.854682,2.006489,0.100000
current,9,-0.042917,-1.860756,1.459048,0.100000
current,10,-1.536335,-1.545081,2.364805,0.100000
current,11,1.416470,-0.007984,2.110028,0.100000
current,12,1.771311,1.524144,1.176155,0.100000
current,13,1.758998,-0.464243,0.819075,0.100000
current,14,0.362818,0.316711,1.815299,0.100000
current,15,1.065065,-0.490282,3.284634,0.100000
current,16,1.094381,1.365570,2.562404,0.100000
current,17,-2.032214,-0.742874,1.502281,0.100000
current,18,-0.293616,-0.045683,3.005898,0.100000
current,19,-1.795807,1.897743,0.972305,0.100000
current,0,0.813545,0.485068,0.745909,0.100000
current,1,0.443145,1.608568,1.527475,0.100000
current,2,1.430353,-0.913030,2.619166,0.100000
current,3,-0.497728,0.561443,1.297934,0.100000
current,4,-1.893612,0.126784,2.054513,0.100000
current,5,-1.696666,-1.709925,0.872603,0.100000
current,6,0.965312,-0.734265,1.424006,0.100000
current,7,2.170533,-1.357050,1.763710,0.100000
current,8,-1.531226,1.854297,2.006716,0.100000
current,9,-0.042766,-1.860680,1.459048,0.100000
current,10,-1.536328,-1.545076,2.364809,0.100000
current,11,1.415186,-0.009019,2.109641,0.100000
current,12,1.771326,1.524143,1.176196,0.100000
current,13,1.758593,-0.464564,0.818858,0.100000
current,14,0.362482,0.316773,1.815522,0.100000
current,15,1.062191,-0.488007,3.284414,0.100000
current,16,1.094423,1.365503,2.562395,0.100000
current,17,-2.032200,-0.742859,1.502274,0.100000
current,18,-0.294241,-0.045638,3.005789,0.100000
current,19,-1.795982,1.898375,0.972687,0.100000
current,0,0.813569,0.485105,0.745934,0.100000
current,1,0.443157,1.608510,1.527512,0.100000
current,2,1.434690,-0.913128,2.622772,0.100000
current,3,-0.497765,0.561495,1.297706,0.100000
current,4,-1.893626,0.126794,2.054537,0.100000
current,5,-1.696634,-1.709926,0.872616,0.100000
current,6,0.964720,-0.734551,1.424911,0.100000
current,7,2.170271,-1.357347,1.762643,0.100000
current,8,-1.531030,1.853922,2.006934,0.100000
current,9,-0.042631,-1.860608,1.459051,0.100000
current,10,-1.536321,-1.545072,2.364812,0.100000
current,11,1.413920,-0.010058,2.109287,0.100000
current,12,1.771339,1.524141,1.176232,0.100000
current,13,1.758176,-0.464866,0.818650,0.100000
current,14,0.362157,0.316858,1.815740,0.100000
current,15,1.059281,-0.485824,3.284125,0.100000
current,16,1.094465,1.365438,2.562388,0.100000
current,17,-2.032189,-0.742843,1.502263,0.100000
current,18,-0.294879,-0.045584,3.005669,0.100000
current,19,-1.796137,1.898994,0.973028,0.100000
current,0,0.813587,0.485134,0.745961,0.100000
current,1,0.443175,1.608451,1.527537,0.100000
current,2,1.438963,-0.913229,2.626335,0.100000
current,3,-0.497802,0.561553,1.297496,0.100000
current,4,-1.893639,0.126804,2.054559,0.100000
current,5,-1.696603,-1.709925,0.872632,0.100000
current,6,0.964103,-0.734868,1.425783,0.100000
current,7,2.170011,-1.357638,1.761613,0.100000
current,8,-1.530839,1.853570,2.007134,0.100000
current,9,-0.042515,-1.860554,1.459059,0.100000
current,10,-1.536315,-1.545068,2.364814,0.100000
current,11,1.412685,-0.011052,2.108956,0.100000
current,12,1.771351,1.524140,1.176266,0.100000
current,13,1.757758,-0.465184,0.818446,0.100000
current,14,0.361830,0.316930,1.815948,0.100000
current,15,1.056338,-0.483772,3.283790,0.100000
current,16,1.094517,1.365357,2.562373,0.100000
current,17,-2.032179,-0.742829,1.502253,0.100000
current,18,-0.295527,-0.045513,3.005561,0.100000
current,19,-1.796280,1.899607,0.973351,0.100000
current,0,0.813612,0.485160,0.745986,0.100000
current,1,0.443191,1.608397,1.527559,0.100000
current,2,1.443152,-0.913269,2.629795,0.100000
current,3,-0.497841,0.561601,1.297287,0.100000
current,4,-1.893662,0.126810,2.054574,0.100000
current,5,-1.696575,-1.709925,0.872646,0.100000
current,6,0.963530,-0.735215,1.426600,0.100000
current,7,2.169756,-1.357926,1.760640,0.100000
current,8,-1.530656,1.853221,2.007327,0.100000
current,9,-0.042411,-1.860506,1.459066,0.100000
current,10,-1.536309,-1.545064,2.364817,0.100000
current,11,1.411476,-0.012029,2.108638,0.100000
current,12,1.771362,1.524139,1.176295,0.100000
current,13,1.757333,-0.465473,0.818298,0.100000
current,14,0.361518,0.317014,1.816128,0.100000
current,15,1.053405,-0.481826,3.283400,0.100000
current,16,1.094569,1.365280,2.562359,0.100000
current,17,-2.032171,-0.742816,1.502244,0.100000
current,18,-0.296202,-0.045417,3.005443,0.100000
current,19,-1.796413,1.900197,0.973674,0.100000
current,0,0.813643,0.485182,0.746009,0.100000
current,1,0.443210,1.608352,1.527584,0.100000
current,2,1.447230,-0.913279,2.633157,0.100000
current,3,-0.497873,0.561658,1.297094,0.100000
current,4,-1.893686,0.126812,2.054589,0.100000
current,5,-1.696549,-1.709925,0.872659,0.100000
current,6,0.962905,-0.735598,1.427413,0.100000
current,7,2.169483,-1.358180,1.759691,0.100000
current,8,-1.530471,1.852885,2.007524,0.100000
current,9,-0.042312,-1.860468,1.459072,0.100000
current,10,-1.536304,-1.545061,2.364819,0.100000
current,11,1.410306,-0.012943,2.108326,0.100000
current,12,1.771371,1.524138,1.176322,0.100000
current,13,1.756922,-0.465745,0.818151,0.100000
current,14,0.361200,0.317116,1.816304,0.100000
current,15,1.050451,-0.479951,3.282941,0.100000
current,16,1.094616,1.365211,2.562347,0.100000
current,17,-2.032159,-0.742799,1.502233,0.100000
current,18,-0.296851,-0.045328,3.005324,0.100000
current,19,-1.796554,1.900798,0.973999,0.100000
current,0,0.813685,0.485191,0.746047,0.100000
current,1,0.443238,1.608300,1.527606,0.100000
current,2,1.451239,-0.913243,2.636473,0.100000
current,3,-0.497909,0.561717,1.296908,0.100000
current,4,-1.893715,0.126815,2.054602,0.100000
current,5,-1.696521,-1.709925,0.872670,0.100000
current,6,0.962272,-0.735996,1.428215,0.100000
current,7,2.169183,-1.358427,1.758765,0.100000
current,8,-1.530299,1.852562,2.007722,0.100000
current,9,-0.042227,-1.860438,1.459075,0.100000
current,10,-1.536300,-1.545058,2.364821,0.100000
current,11,1.409110,-0.013865,2.108044,0.100000
current,12,1.771378,1.524131,1.176352,0.100000
current,13,1.756500,-0.466014,0.818037,0.100000
current,14,0.360880,0.317196,1.816481,0.100000
current,15,1.047555,-0.478155,3.282400,0.100000
current,16,1.094661,1.365132,2.562323,0.100000
current,17,-2.032148,-0.742784,1.502223,0.100000
current,18,-0.297532,-0.045224,3.005190,0.100000
current,19,-1.796692,1.901403,0.974324,0.100000
current,0,0.813735,0.485199,0.746119,0.100000
current,1,0.443264,1.608256,1.527634,0.100000
current,2,1.455186,-0.913247,2.639751,0.100000
current,3,-0.497941,0.561778,1.296709,0.100000
current,4,-1.893742,0.126835,2.054629,0.100000
current,5,-1.696495,-1.709925,0.872680,0.100000
current,6,0.961640,-0.736413,1.429018,0.100000
current,7,2.168866,-1.358689,1.757860,0.100000
current,8,-1.530142,1.852241,2.007929,0.100000
current,9,-0.042151,-1.860412,1.459076,0.100000
current,10,-1.536296,-1.545056,2.364822,0.100000
current,11,1.407943,-0.014833,2.107782,0.100000
current,12,1.771385,1.524120,1.176382,0.100000
current,13,1.756076,-0.466289,0.817907,0.100000
current,14,0.360554,0.317271,1.816648,0.100000
current,15,1.044687,-0.476428,3.281786,0.100000
current,16,1.094708,1.365055,2.562304,0.100000
current,17,-2.032126,-0.742758,1.502216,0.100000
current,18,-0.298201,-0.045128,3.005050,0.100000
current,19,-1.796810,1.902009,0.974626,0.100000
current,0,0.813779,0.485221,0.746200,0.100000
current,1,0.443290,1.608222,1.527650,0.100000
current,2,1.459070,-0.913220,2.642889,0.100000
current,3,-0.497968,0.561838,1.296521,0.100000
current,4,-1.893772,0.126856,2.054652,0.100000
current,5,-1.696471,-1.709926,0.872689,0.100000
current,6,0.960999,-0.736857,1.429788,0.100000
current,7,2.168529,-1.358917,1.757010,0.100000
current,8,-1.529995,1.851937,2.008102,0.100000
current,9,-0.042085,-1.860392,1.459074,0.100000
current,10,-1.536299,-1.545042,2.364819,0.100000
current,11,1.406789,-0.015804,2.107500,0.100000
current,12,1.771392,1.524109,1.176410,0.100000
current,13,1.755625,-0.466582,0.817799,0.100000
current,14,0.360232,0.317354,1.816818,0.100000
current,15,1.041827,-0.474759,3.281067,0.100000
current,16,1.094753,1.364977,2.562282,0.100000
current,17,-2.032106,-0.742726,1.502202,0.100000
current,18,-0.298874,-0.045037,3.004924,0.100000
current,19,-1.796920,1.902597,0.974899,0.100000
current,0,0.813827,0.485238,0.746275,0.100000
current,1,0.443310,1.608187,1.527668,0.100000
current,2,1.462874,-0.913156,2.646029,0.100000
current,3,-0.497990,0.561892,1.296348,0.100000
current,4,-1.893814,0.126890,2.054674,0.100000
current,5,-1.696450,-1.709926,0.872697,0.100000
current,6,0.960356,-0.737292,1.430531,0.100000
current,7,2.168203,-1.359152,1.756143,0.100000
current,8,-1.529843,1.851626,2.008284,0.100000
current,9,-0.042033,-1.860385,1.459071,0.100000
current,10,-1.536303,-1.545030,2.364816,0.100000
current,11,1.405636,-0.016819,2.107234,0.100000
current,12,1.771397,1.524087,1.176442,0.100000
current,13,1.755165,-0.466871,0.817696,0.100000
current,14,0.359937,0.317428,1.816972,0.100000
current,15,1.038955,-0.473232,3.280290,0.100000
current,16,1.094800,1.364897,2.562253,0.100000
current,17,-2.032078,-0.742688,1.502186,0.100000
current,18,-0.299555,-0.044934,3.004802,0.100000
current,19,-1.797006,1.903171,0.975191,0.100000
current,0,0.813866,0.485256,0.746360,0.100000
current,1,0.443329,1.608152,1.527687,0.100000
current,2,1.466631,-0.913094,2.649048,0.100000
current,3,-0.498015,0.561949,1.296184,0.100000
current,4,-1.893859,0.126926,2.054700,0.100000
current,5,-1.696431,-1.709926,0.872705,0.100000
current,6,0.959732,-0.737751,1.431276,0.100000
current,7,2.167892,-1.359396,1.755307,0.100000
current,8,-1.529693,1.851340,2.008471,0.100000
current,9,-0.041982,-1.860379,1.459073,0.100000
current,10,-1.536306,-1.545019,2.364813,0.100000
current,11,1.404548,-0.017814,2.106957,0.100000
current,12,1.771400,1.524067,1.176470,0.100000
current,13,1.754704,-0.467129,0.817599,0.100000
current,14,0.359646,0.317501,1.817154,0.100000
current,15,1.036083,-0.471783,3.279458,0.100000
current,16,1.094859,1.364803,2.562223,0.100000
current,17,-2.032045,-0.742649,1.502172,0.100000
current,18,-0.300242,-0.044828,3.004669,0.100000
current,19,-1.797103,1.903743,0.975469,0.100000
current,0,0.813904,0.485278,0.746436,0.100000
current,1,0.443346,1.608120,1.527703,0.100000
current,2,1.470233,-0.913012,2.651989,0.100000
current,3,-0.498035,0.562005,1.296013,0.100000
current,4,-1.893900,0.126960,2.054725,0.100000
current,5,-1.696414,-1.709926,0.872711,0.100000
current,6,0.959122,-0.738219,1.431973,0.100000
current,7,2.167597,-1.359621,1.754492,0.100000
current,8,-1.529559,1.851067,2.008656,0.100000
current,9,-0.041951,-1.860385,1.459070,0.100000
current,10,-1.536309,-1.545009,2.364810,0.100000
current,11,1.403465,-0.018835,2.106680,0.100000
current,12,1.771405,1.524044,1.176501,0.100000
current,13,1.754213,-0.467383,0.817514,0.100000
current,14,0.359354,0.317589,1.817321,0.100000
current,15,1.033230,-0.470404,3.278626,0.100000
current,16,1.094928,1.364686,2.562197,0.100000
current,17,-2.032017,-0.742610,1.502155,0.100000
current,18,-0.300920,-0.044724,3.004525,0.100000
current,19,-1.797201,1.904285,0.975727,0.100000
current,0,0.813939,0.485300,0.746530,0.100000
current,1,0.443361,1.608092,1.527718,0.100000
current,2,1.473754,-0.912946,2.654883,0.100000
current,3,-0.498084,0.562049,1.295826,0.100000
current,4,-1.893942,0.126994,2.054750,0.100000
current,5,-1.696399,-1.709926,0.872717,0.100000
current,6,0.958526,-0.738716,1.432669,0.100000
current,7,2.167265,-1.359864,1.753703,0.100000
current,8,-1.529415,1.850793,2.008863,0.100000
current,9,-0.041923,-1.860390,1.459068,0.100000
current,10,-1.536311,-1.545000,2.364808,0.100000
current,11,1.402383,-0.019815,2.106377,0.100000
current,12,1.771408,1.524023,1.176529,0.100000
current,13,1.753737,-0.467633,0.817427,0.100000
current,14,0.359048,0.317675,1.817482,0.100000
current,15,1.030382,-0.469100,3.277712,0.100000
current,16,1.095001,1.364564,2.562172,0.100000
current,17,-2.031992,-0.742575,1.502140,0.100000
current,18,-0.301597,-0.044604,3.004389,0.100000
current,19,-1.797311,1.904816,0.975990,0.100000
current,0,0.813970,0.485304,0.746612,0.100000
current,1,0.443375,1.608066,1.527732,0.100000
current,2,1.477249,-0.912796,2.657793,0.100000
current,3,-0.498137,0.562097,1.295632,0.100000
current,4,-1.893982,0.127026,2.054777,0.100000
current,5,-1.696385,-1.709927,0.872722,0.100000
current,6,0.957936,-0.739202,1.433320,0.100000
current,7,2.166925,-1.360109,1.752960,0.100000
current,8,-1.529286,1.850547,2.009049,0.100000
current,9,-0.041904,-1.860400,1.459066,0.100000
current,10,-1.536313,-1.544992,2.364806,0.100000
current,11,1.401365,-0.020804,2.106078,0.100000
current,12,1.771412,1.524005,1.176554,0.100000
current,13,1.753260,-0.467884,0.817340,0.100000
current,14,0.358758,0.317750,1.817625,0.100000
current,15,1.027569,-0.467813,3.276775,0.100000
current,16,1.095067,1.364443,2.562151,0.100000
current,17,-2.031969,-0.742543,1.502121,0.100000
current,18,-0.302283,-0.044481,3.004244,0.100000
current,19,-1.797413,1.905309,0.976237,0.100000
current,0,0.813985,0.485297,0.746694,0.100000
current,1,0.443380,1.608036,1.527742,0.100000
current,2,1.480644,-0.912631,2.660556,0.100000
current,3,-0.498201,0.562136,1.295441,0.100000
current,4,-1.894029,0.127064,2.054805,0.100000
current,5,-1.696371,-1.709934,0.872730,0.100000
current,6,0.957388,-0.739694,1.433916,0.100000
current,7,2.166594,-1.360357,1.752253,0.100000
current,8,-1.529158,1.850309,2.009229,0.100000
current,9,-0.041891,-1.860412,1.459060,0.100000
current,10,-1.536315,-1.544985,2.364804,0.100000
current,11,1.400365,-0.021752,2.105784,0.100000
current,12,1.771410,1.523982,1.176585,0.100000
current,13,1.752746,-0.468113,0.817252,0.100000
current,14,0.358482,0.317836,1.817746,0.100000
current,15,1.024801,-0.466633,3.275708,0.100000
current,16,1.095131,1.364325,2.562133,0.100000
current,17,-2.031947,-0.742507,1.502100,0.100000
current,18,-0.302950,-0.044359,3.004108,0.100000
current,19,-1.797534,1.905795,0.976475,0.100000
current,0,0.814011,0.485292,0.746773,0.100000
current,1,0.443385,1.608010,1.527752,0.100000
current,2,1.484011,-0.912514,2.663242,0.100000
current,3,-0.498264,0.562185,1.295259,0.100000
current,4,-1.894072,0.127099,2.054831,0.100000
current,5,-1.696358,-1.709945,0.872739,0.100000
current,6,0.956865,-0.740257,1.434590,0.100000
current,7,2.166277,-1.360595,1.751567,0.100000
current,8,-1.529034,1.850072,2.009398,0.100000
current,9,-0.041880,-1.860424,1.459055,0.100000
current,10,-1.536324,-1.544979,2.364797,0.100000
current,11,1.399349,-0.022699,2.105496,0.100000
current,12,1.771407,1.523955,1.176622,0.100000
current,13,1.752205,-0.468340,0.817182,0.100000
current,14,0.358211,0.317908,1.817870,0.100000
current,15,1.022059,-0.465515,3.274585,0.100000
current,16,1.095191,1.364206,2.562124,0.100000
current,17,-2.031926,-0.742470,1.502072,0.100000
current,18,-0.303617,-0.044246,3.003976,0.100000
current,19,-1.797671,1.906277,0.976699,0.100000
current,0,0.814027,0.485278,0.746880,0.100000
current,1,0.443395,1.607976,1.527777,0.100000
current,2,1.487378,-0.912318,2.665980,0.100000
current,3,-0.498326,0.562246,1.295087,0.100000
current,4,-1.894119,0.127131,2.054853,0.100000
current,5,-1.696346,-1.709955,0.872747,0.100000
current,6,0.956329,-0.740831,1.435226,0.100000
current,7,2.165977,-1.360826,1.750926,0.100000
current,8,-1.528913,1.849838,2.009553,0.100000
current,9,-0.041887,-1.860445,1.459048,0.100000
current,10,-1.536331,-1.544969,2.364798,0.100000
current,11,1.398363,-0.023635,2.105211,0.100000
current,12,1.771404,1.523930,1.176655,0.100000
current,13,1.751672,-0.468550,0.817133,0.100000
current,14,0.357965,0.317973,1.818005,0.100000
current,15,1.019348,-0.464491,3.273447,0.100000
current,16,1.095258,1.364095,2.562128,0.100000
current,17,-2.031908,-0.742436,1.502046,0.100000
current,18,-0.304283,-0.044133,3.003842,0.100000
current,19,-1.797797,1.906719,0.976896,0.100000
current,0,0.814053,0.485262,0.746982,0.100000
current,1,0.443408,1.607944,1.527806,0.100000
current,2,1.490654,-0.912111,2.668615,0.100000
current,3,-0.498377,0.562298,1.294902,0.100000
current,4,-1.894154,0.127162,2.054872,0.100000
current,5,-1.696335,-1.709967,0.872763,0.100000
current,6,0.955805,-0.741408,1.435812,0.100000
current,7,2.165686,-1.361053,1.750292,0.100000
current,8,-1.528801,1.849621,2.009690,0.100000
current,9,-0.041891,-1.860465,1.459036,0.100000
current,10,-1.536338,-1.544960,2.364799,0.100000
current,11,1.397411,-0.024563,2.104920,0.100000
current,12,1.771401,1.523908,1.176685,0.100000
current,13,1.751146,-0.468757,0.817066,0.100000
current,14,0.357710,0.318052,1.818137,0.100000
current,15,1.016675,-0.463529,3.272268,0.100000
current,16,1.095319,1.364000,2.562134,0.100000
current,17,-2.031892,-0.742406,1.502023,0.100000
current,18,-0.304950,-0.044021,3.003734,0.100000
current,19,-1.797909,1.907140,0.977094,0.100000
current,0,0.814080,0.485235,0.747081,0.100000
current,1,0.443421,1.607915,1.527832,0.100000
current,2,1.493859,-0.911895,2.671188,0.100000
current,3,-0.498418,0.562337,1.294712,0.100000
current,4,-1.894187,0.127191,2.054890,0.100000
current,5,-1.696324,-1.709978,0.872777,0.100000
current,6,0.955268,-0.742000,1.436394,0.100000
current,7,2.165384,-1.361291,1.749648,0.100000
current,8,-1.528691,1.849392,2.009841,0.100000
current,9,-0.041899,-1.860486,1.459021,0.100000
current,10,-1.536344,-1.544952,2.364800,0.100000
current,11,1.396448,-0.025448,2.104656,0.100000
current,12,1.771398,1.523889,1.176712,0.100000
current,13,1.750627,-0.468946,0.817029,0.100000
current,14,0.357460,0.318134,1.818265,0.100000
current,15,1.014039,-0.462589,3.271086,0.100000
current,16,1.095381,1.363902,2.562132,0.100000
current,17,-2.031877,-0.742379,1.502002,0.100000
current,18,-0.305620,-0.043897,3.003623,0.100000
current,19,-1.797997,1.907553,0.977292,0.100000
current,0,0.814114,0.485200,0.747177,0.100000
current,1,0.443432,1.607889,1.527855,0.100000
current,2,1.497022,-0.911713,2.673683,0.100000
current,3,-0.498463,0.562385,1.294525,0.100000
current,4,-1.894215,0.127218,2.054907,0.100000
current,5,-1.696312,-1.709995,0.872792,0.100000
current,6,0.954739,-0.742599,1.437014,0.100000
current,7,2.165082,-1.361522,1.748989,0.100000
current,8,-1.528571,1.849171,2.009981,0.100000
current,9,-0.041912,-1.860510,1.459006,0.100000
current,10,-1.536349,-1.544945,2.364801,0.100000
current,11,1.395485,-0.026333,2.104413,0.100000
current,12,1.771396,1.523871,1.176736,0.100000
current,13,1.750105,-0.469150,0.816992,0.100000
current,14,0.357227,0.318220,1.818382,0.100000
current,15,1.011417,-0.461758,3.269844,0.100000
current,16,1.095442,1.363809,2.562127,0.100000
current,17,-2.031864,-0.742355,1.501976,0.100000
current,18,-0.306280,-0.043775,3.003505,0.100000
current,19,-1.798084,1.907957,0.977491,0.100000
current,0,0.814162,0.485171,0.747289,0.100000
current,1,0.443442,1.607865,1.527877,0.100000
current,2,1.500175,-0.911523,2.676125,0.100000
current,3,-0.498499,0.562431,1.294349,0.100000
current,4,-1.894249,0.127240,2.054920,0.100000
current,5,-1.696301,-1.710010,0.872806,0.100000
current,6,0.954227,-0.743177,1.437613,0.100000
current,7,2.164773,-1.361747,1.748363,0.100000
current,8,-1.528465,1.848951,2.010119,0.100000
current,9,-0.041933,-1.860537,1.458990,0.100000
current,10,-1.536354,-1.544939,2.364801,0.100000
current,11,1.394545,-0.027232,2.104182,0.100000
current,12,1.771394,1.523848,1.176761,0.100000
current,13,1.749579,-0.469335,0.816958,0.100000
current,14,0.357008,0.318292,1.818486,0.100000
current,15,1.008831,-0.461011,3.268583,0.100000
current,16,1.095505,1.363708,2.562117,0.100000
current,17,-2.031848,-0.742338,1.501949,0.100000
current,18,-0.306940,-0.043652,3.003386,0.100000
current,19,-1.798168,1.908333,0.977673,0.100000
current,0,0.814205,0.485133,0.747399,0.100000
current,1,0.443457,1.607848,1.527902,0.100000
current,2,1.503281,-0.911283,2.678530,0.100000
current,3,-0.498532,0.562475,1.294173,0.100000
current,4,-1.894293,0.127257,2.054930,0.100000
current,5,-1.696291,-1.710024,0.872818,0.100000
current,6,0.953707,-0.743784,1.438165,0.100000
current,7,2.164455,-1.361966,1.747764,0.100000
current,8,-1.528369,1.848754,2.010243,0.100000
current,9,-0.041959,-1.860572,1.458975,0.100000
current,10,-1.536359,-1.544933,2.364802,0.100000
current,11,1.393644,-0.028118,2.103927,0.100000
current,12,1.771392,1.523827,1.176784,0.100000
current,13,1.749079,-0.469535,0.816952,0.100000
current,14,0.356800,0.318358,1.818583,0.100000
current,15,1.006243,-0.460326,3.267288,0.100000
current,16,1.095579,1.363593,2.562106,0.100000
current,17,-2.031828,-0.742320,1.501918,0.100000
current,18,-0.307599,-0.043513,3.003275,0.100000
current,19,-1.798256,1.908688,0.977852,0.100000
current,0,0.814248,0.485094,0.747505,0.100000
current,1,0.443471,1.607833,1.527924,0.100000
current,2,1.506359,-0.911054,2.680897,0.100000
current,3,-0.498577,0.562524,1.293993,0.100000
current,4,-1.894332,0.127274,2.054940,0.100000
current,5,-1.696282,-1.710036,0.872830,0.100000
current,6,0.953155,-0.744385,1.438725,0.100000
current,7,2.164126,-1.362180,1.747198,0.100000
current,8,-1.528277,1.848570,2.010366,0.100000
current,9,-0.041984,-1.860607,1.458953,0.100000
current,10,-1.536367,-1.544920,2.364802,0.100000
current,11,1.392782,-0.029004,2.103673,0.100000
current,12,1.771388,1.523807,1.176808,0.100000
current,13,1.748582,-0.469735,0.816939,0.100000
current,14,0.356582,0.318429,1.818680,0.100000
current,15,1.003672,-0.459722,3.265976,0.100000
current,16,1.095655,1.363480,2.562093,0.100000
current,17,-2.031812,-0.742303,1.501877,0.100000
current,18,-0.308269,-0.043377,3.003173,0.100000
current,19,-1.798341,1.909034,0.978029,0.100000
current,0,0.814297,0.485055,0.747639,0.100000
current,1,0.443486,1.607816,1.527943,0.100000
current,2,1.509395,-0.910797,2.683233,0.100000
current,3,-0.498620,0.562580,1.293806,0.100000
current,4,-1.894373,0.127293,2.054950,0.100000
current,5,-1.696273,-1.710047,0.872840,0.100000
current,6,0.952627,-0.744993,1.439254,0.100000
current,7,2.163804,-1.362376,1.746634,0.100000
current,8,-1.528193,1.848384,2.010485,0.100000
current,9,-0.042019,-1.860646,1.458931,0.100000
current,10,-1.536374,-1.544908,2.364803,0.100000
current,11,1.391932,-0.029881,2.103432,0.100000
current,12,1.771386,1.523794,1.176835,0.100000
current,13,1.748045,-0.469902,0.816932,0.100000
